sentence,intent
I want to z-score normalize age,STANDARDIZE_COLUMN
I want to make gender a int column,TYPE_CAST
kindly change data type of status to string,TYPE_CAST
city encode,LABEL_ENCODE_COLUMN
I want to convert department to float,TYPE_CAST
I need to transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
status label encoding,LABEL_ENCODE_COLUMN
I want to omit department field,DROP_COLUMN
discard the category field,DROP_COLUMN
I need to detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
can you rescale salary using min max normalization,NORMALIZE_COLUMN
I want to most frequent value imputation for gender,FILL_NA
can you clean outliers from score,REMOVE_OUTLIERS_COLUMN
I want to remove extreme score values,REMOVE_OUTLIERS_COLUMN
help me to cast country as int,TYPE_CAST
make salary between 0 and 1,NORMALIZE_COLUMN
please exclude abnormal score values,REMOVE_OUTLIERS_COLUMN
apply median imputation on category,FILL_NA
normalize experience,NORMALIZE_COLUMN
help me to no duplicate rows,REMOVE_DUPLICATES_ROWS
keep only unique rows,REMOVE_DUPLICATES_ROWS
kindly make city a integer column,TYPE_CAST
kindly transform city using label encoder,LABEL_ENCODE_COLUMN
age normalization,NORMALIZE_COLUMN
please convert department into numeric labels,LABEL_ENCODE_COLUMN
delete city from the dataset,DROP_COLUMN
perform missing value imputation on city using most common value,FILL_NA
convert score to 0-1 range,NORMALIZE_COLUMN
help me to eliminate column named category,DROP_COLUMN
convert experience to z scores,STANDARDIZE_COLUMN
get rid of outliers in salary,REMOVE_OUTLIERS_COLUMN
convert department into numeric labels,LABEL_ENCODE_COLUMN
convert rating to 0-1 range,NORMALIZE_COLUMN
replace all undefined in city by most common value,FILL_NA
clean outliers from salary,REMOVE_OUTLIERS_COLUMN
clean outliers from score,REMOVE_OUTLIERS_COLUMN
please standard scale rating,STANDARDIZE_COLUMN
rating standardization,STANDARDIZE_COLUMN
handle missing values for status with most common value,FILL_NA
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
remove the status feature,DROP_COLUMN
replace all NaN in category by average,FILL_NA
please clean duplicates,REMOVE_DUPLICATES_ROWS
omit city field,DROP_COLUMN
convert country to numbers,LABEL_ENCODE_COLUMN
z-score normalize quantity,STANDARDIZE_COLUMN
use median strategy to treat missing values in department,FILL_NA
please make category a integer column,TYPE_CAST
could you normalize price,NORMALIZE_COLUMN
please income standardization,STANDARDIZE_COLUMN
help me to transform city into int type,TYPE_CAST
apply standard scaler to salary,STANDARDIZE_COLUMN
min max normalize rating,NORMALIZE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
could you status delete,DROP_COLUMN
handle empty values for category with most frequent value,FILL_NA
I need to take out category,DROP_COLUMN
change data type of status to integer,TYPE_CAST
convert salary to z scores,STANDARDIZE_COLUMN
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
fix NaN values in department with mode,FILL_NA
please ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
kindly detect and remove outliers for experience,REMOVE_OUTLIERS_COLUMN
could you trim extreme observations in income,REMOVE_OUTLIERS_COLUMN
transform gender into int type,TYPE_CAST
could you replace all missing in category by average,FILL_NA
kindly make gender a string column,TYPE_CAST
kindly remove outliers in age,REMOVE_OUTLIERS_COLUMN
map gender categories to numbers,LABEL_ENCODE_COLUMN
convert score to 0-1 range,NORMALIZE_COLUMN
replace undefined data in category with mode,FILL_NA
normalize income,NORMALIZE_COLUMN
replace unknown data in category with average,FILL_NA
help me to handle NaN values for category with mode,FILL_NA
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
remove the category feature,DROP_COLUMN
apply median imputation on gender,FILL_NA
could you clean null data in gender using mean,FILL_NA
drop anomalous data points in salary,REMOVE_OUTLIERS_COLUMN
get rid of outliers in price,REMOVE_OUTLIERS_COLUMN
apply mean imputation on gender,FILL_NA
get rid of outliers in experience,REMOVE_OUTLIERS_COLUMN
get rid of outliers in quantity,REMOVE_OUTLIERS_COLUMN
get rid of city,DROP_COLUMN
city convert to string,TYPE_CAST
kindly set gender datatype as int,TYPE_CAST
remove the country feature,DROP_COLUMN
help me to no duplicate rows,REMOVE_DUPLICATES_ROWS
please remove redundant rows,REMOVE_DUPLICATES_ROWS
I need to income normalization,NORMALIZE_COLUMN
exclude country column,DROP_COLUMN
I need to fill unknown values in status using mean,FILL_NA
replace all missing in department by median,FILL_NA
status remove,DROP_COLUMN
apply label encoding to department,LABEL_ENCODE_COLUMN
transform country into integer type,TYPE_CAST
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
I want to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
fix blank values in gender with mean,FILL_NA
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
could you drop country,DROP_COLUMN
drop column department,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to delete category from the dataset,DROP_COLUMN
I want to city remove,DROP_COLUMN
impute blank entries in city using median,FILL_NA
kindly remove extreme rating values,REMOVE_OUTLIERS_COLUMN
discard the department field,DROP_COLUMN
make age between 0 and 1,NORMALIZE_COLUMN
omit city field,DROP_COLUMN
gender label encoding,LABEL_ENCODE_COLUMN
get rid of outliers in score,REMOVE_OUTLIERS_COLUMN
can you omit status field,DROP_COLUMN
make quantity between 0 and 1,NORMALIZE_COLUMN
fix undefined values in department with mode,FILL_NA
could you omit country field,DROP_COLUMN
kindly z score scale age,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
clean empty data in status using median,FILL_NA
delete status from the dataset,DROP_COLUMN
change department into integer,TYPE_CAST
"rescale salary to [0,1]",NORMALIZE_COLUMN
can you encode categories in category as integers,LABEL_ENCODE_COLUMN
kindly cast department as string,TYPE_CAST
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
I want to department remove,DROP_COLUMN
help me to make gender a string column,TYPE_CAST
transform city using label encoder,LABEL_ENCODE_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
experience standardization,STANDARDIZE_COLUMN
country convert to integer,TYPE_CAST
I need to price remove outliers,REMOVE_OUTLIERS_COLUMN
I want to handle blank values for gender with mode,FILL_NA
help me to drop category,DROP_COLUMN
can you standardize the values of score,STANDARDIZE_COLUMN
apply standard scaler to salary,STANDARDIZE_COLUMN
change department into int,TYPE_CAST
rescale income using min max normalization,NORMALIZE_COLUMN
I need to drop extreme salary,REMOVE_OUTLIERS_COLUMN
make age between 0 and 1,NORMALIZE_COLUMN
please country fill missing with average,FILL_NA
kindly use median strategy to treat undefined values in department,FILL_NA
resolve empty issue in gender,FILL_NA
status should be integer,TYPE_CAST
drop country,DROP_COLUMN
apply most frequent value imputation on gender,FILL_NA
bring price to range 0 and 1,NORMALIZE_COLUMN
replace null data in department with average,FILL_NA
please scale salary between 0 and 1,NORMALIZE_COLUMN
impute unknown entries in category using median,FILL_NA
please typecast department into int,TYPE_CAST
clean duplicates,REMOVE_DUPLICATES_ROWS
I need to erase department,DROP_COLUMN
"rescale experience to [0,1]",NORMALIZE_COLUMN
standardize the values of experience,STANDARDIZE_COLUMN
help me to map department categories to numbers,LABEL_ENCODE_COLUMN
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
handle undefined values for status with most common value,FILL_NA
apply feature scaling to age,NORMALIZE_COLUMN
get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
z-score normalize price,STANDARDIZE_COLUMN
label encode country,LABEL_ENCODE_COLUMN
I need to substitute null values in category by average,FILL_NA
min max normalize age,NORMALIZE_COLUMN
category convert to string,TYPE_CAST
experience normalization,NORMALIZE_COLUMN
can you convert categorical values in country to labels,LABEL_ENCODE_COLUMN
clean duplicates,REMOVE_DUPLICATES_ROWS
help me to min max normalize salary,NORMALIZE_COLUMN
please remove outliers in price,REMOVE_OUTLIERS_COLUMN
please drop all duplicates,REMOVE_DUPLICATES_ROWS
drop country,DROP_COLUMN
remove outliers in age,REMOVE_OUTLIERS_COLUMN
convert salary to z scores,STANDARDIZE_COLUMN
I want to exclude abnormal age values,REMOVE_OUTLIERS_COLUMN
erase gender,DROP_COLUMN
eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
fill na in gender using mean,FILL_NA
could you convert gender to string,TYPE_CAST
help me to drop city,DROP_COLUMN
I need to cast gender as string,TYPE_CAST
remove the category feature,DROP_COLUMN
I want to map gender categories to numbers,LABEL_ENCODE_COLUMN
can you label encode department,LABEL_ENCODE_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
can you normalize salary,NORMALIZE_COLUMN
omit city field,DROP_COLUMN
encode city,LABEL_ENCODE_COLUMN
label encode category,LABEL_ENCODE_COLUMN
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
category label encoding,LABEL_ENCODE_COLUMN
can you make country a string column,TYPE_CAST
can you delete department from the dataset,DROP_COLUMN
can you apply standard scaler to price,STANDARDIZE_COLUMN
city label encoding,LABEL_ENCODE_COLUMN
turn city into string,TYPE_CAST
please deduplicate the dataset,REMOVE_DUPLICATES_ROWS
please erase status,DROP_COLUMN
I want to detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
I want to transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
help me to convert status to string,TYPE_CAST
no duplicate rows,REMOVE_DUPLICATES_ROWS
get rid of outliers in experience,REMOVE_OUTLIERS_COLUMN
remove outliers in rating,REMOVE_OUTLIERS_COLUMN
gender should be float,TYPE_CAST
kindly deduplicate the dataset,REMOVE_DUPLICATES_ROWS
quantity normalization,NORMALIZE_COLUMN
replace unknown data in gender with mode,FILL_NA
department label encoding,LABEL_ENCODE_COLUMN
I need to get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
can you status remove,DROP_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
I need to remove extreme experience values,REMOVE_OUTLIERS_COLUMN
take out category,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
could you normalize age,NORMALIZE_COLUMN
erase gender,DROP_COLUMN
discard the category field,DROP_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
help me to filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
I need to cast country as string,TYPE_CAST
convert status into numeric labels,LABEL_ENCODE_COLUMN
I want to replace all unknown in gender by most frequent value,FILL_NA
fill unknown values in city using mode,FILL_NA
perform missing value imputation on gender using median,FILL_NA
remove redundant rows,REMOVE_DUPLICATES_ROWS
detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
min max normalize age,NORMALIZE_COLUMN
exclude department column,DROP_COLUMN
I want to normalize price,NORMALIZE_COLUMN
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly status fill missing with most common value,FILL_NA
please change city into int,TYPE_CAST
make dataset unique,REMOVE_DUPLICATES_ROWS
can you get rid of country,DROP_COLUMN
could you perform standard scaling on rating,STANDARDIZE_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
change data type of department to float,TYPE_CAST
replace all empty in department by median,FILL_NA
take out category,DROP_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
erase department,DROP_COLUMN
substitute empty values in status by median,FILL_NA
fix empty values in country with median,FILL_NA
I want to handle unknown values for country with average,FILL_NA
can you label encode gender,LABEL_ENCODE_COLUMN
please perform normalization on rating,NORMALIZE_COLUMN
eliminate column named department,DROP_COLUMN
help me to trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
turn country into integer,TYPE_CAST
apply feature scaling to score,NORMALIZE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
can you remove extreme income values,REMOVE_OUTLIERS_COLUMN
please scale age between 0 and 1,NORMALIZE_COLUMN
standardize the values of score,STANDARDIZE_COLUMN
gender fill missing with most common value,FILL_NA
apply label encoding to category,LABEL_ENCODE_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
I need to apply min max scaling to age,NORMALIZE_COLUMN
omit gender field,DROP_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
I want to drop status,DROP_COLUMN
can you z-score normalize age,STANDARDIZE_COLUMN
clean duplicates,REMOVE_DUPLICATES_ROWS
could you drop status,DROP_COLUMN
encode country,LABEL_ENCODE_COLUMN
I want to exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
eliminate column named department,DROP_COLUMN
z score scale score,STANDARDIZE_COLUMN
encode country,LABEL_ENCODE_COLUMN
convert price to 0-1 range,NORMALIZE_COLUMN
change data type of city to float,TYPE_CAST
could you remove row duplicates,REMOVE_DUPLICATES_ROWS
I want to transform category into float type,TYPE_CAST
update country type to string,TYPE_CAST
I need to income normalization,NORMALIZE_COLUMN
I need to transform city using label encoder,LABEL_ENCODE_COLUMN
standard scale salary,STANDARDIZE_COLUMN
drop column status,DROP_COLUMN
discard the gender field,DROP_COLUMN
can you apply z score normalization to age,STANDARDIZE_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
fill na in status using median,FILL_NA
I need to clean duplicate observations,REMOVE_DUPLICATES_ROWS
convert city to numbers,LABEL_ENCODE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
remove status attribute completely,DROP_COLUMN
make rating between 0 and 1,NORMALIZE_COLUMN
make quantity between 0 and 1,NORMALIZE_COLUMN
convert quantity to 0-1 range,NORMALIZE_COLUMN
convert score to 0-1 range,NORMALIZE_COLUMN
I want to scale score between 0 and 1,NORMALIZE_COLUMN
apply label encoding to country,LABEL_ENCODE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
scale income between 0 and 1,NORMALIZE_COLUMN
help me to fill NaN values in country using mean,FILL_NA
"rescale age to [0,1]",NORMALIZE_COLUMN
can you country convert to integer,TYPE_CAST
age normalization,NORMALIZE_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
encode categories in country as integers,LABEL_ENCODE_COLUMN
get rid of category,DROP_COLUMN
fill na in city using mode,FILL_NA
cast status as integer,TYPE_CAST
get rid of outliers in experience,REMOVE_OUTLIERS_COLUMN
I want to eliminate column named city,DROP_COLUMN
kindly standardize the values of age,STANDARDIZE_COLUMN
cast status as integer,TYPE_CAST
can you make rating between 0 and 1,NORMALIZE_COLUMN
drop country,DROP_COLUMN
help me to z-score normalize age,STANDARDIZE_COLUMN
