sentence,intent
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
exclude category column,DROP_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
apply average imputation on status,FILL_NA
kindly impute missing entries in gender using mode,FILL_NA
kindly perform standard scaling on rating,STANDARDIZE_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
set gender datatype as integer,TYPE_CAST
could you label encode gender,LABEL_ENCODE_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
normalize income,NORMALIZE_COLUMN
can you handle null values for status with median,FILL_NA
please replace missing data in category with mean,FILL_NA
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly normalize salary,NORMALIZE_COLUMN
remove the country feature,DROP_COLUMN
I need to remove redundant rows,REMOVE_DUPLICATES_ROWS
exclude category column,DROP_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
exclude city column,DROP_COLUMN
apply min max scaling to experience,NORMALIZE_COLUMN
I need to convert country to string,TYPE_CAST
delete status from the dataset,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
I need to drop column country,DROP_COLUMN
remove country attribute completely,DROP_COLUMN
kindly convert category to string,TYPE_CAST
could you perform normalization on income,NORMALIZE_COLUMN
change data type of department to float,TYPE_CAST
encode categories in gender as integers,LABEL_ENCODE_COLUMN
standardize income,STANDARDIZE_COLUMN
make country a integer column,TYPE_CAST
could you perform standard scaling on income,STANDARDIZE_COLUMN
I need to standardize rating,STANDARDIZE_COLUMN
can you drop column status,DROP_COLUMN
normalize price,NORMALIZE_COLUMN
I want to standardize the values of age,STANDARDIZE_COLUMN
apply z score normalization to score,STANDARDIZE_COLUMN
apply standard scaler to age,STANDARDIZE_COLUMN
perform normalization on price,NORMALIZE_COLUMN
help me to remove city attribute completely,DROP_COLUMN
z-score normalize age,STANDARDIZE_COLUMN
help me to impute NaN entries in gender using median,FILL_NA
could you convert city into numeric labels,LABEL_ENCODE_COLUMN
z-score normalize quantity,STANDARDIZE_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
apply min max scaling to rating,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
I need to normalize income,NORMALIZE_COLUMN
trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
kindly drop column country,DROP_COLUMN
apply label encoding to status,LABEL_ENCODE_COLUMN
help me to transform gender into integer type,TYPE_CAST
remove country attribute completely,DROP_COLUMN
apply feature scaling to score,NORMALIZE_COLUMN
map gender categories to numbers,LABEL_ENCODE_COLUMN
I want to perform standard scaling on salary,STANDARDIZE_COLUMN
delete category from the dataset,DROP_COLUMN
encode categories in status as integers,LABEL_ENCODE_COLUMN
convert status into numeric labels,LABEL_ENCODE_COLUMN
I want to exclude department column,DROP_COLUMN
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
remove status attribute completely,DROP_COLUMN
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
rescale price using min max normalization,NORMALIZE_COLUMN
exclude status column,DROP_COLUMN
substitute NaN values in department by mode,FILL_NA
map gender categories to numbers,LABEL_ENCODE_COLUMN
make city a string column,TYPE_CAST
kindly apply min max scaling to income,NORMALIZE_COLUMN
transform gender using label encoder,LABEL_ENCODE_COLUMN
kindly perform standard scaling on price,STANDARDIZE_COLUMN
apply standard scaler to age,STANDARDIZE_COLUMN
use most common value strategy to treat missing values in gender,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
set gender datatype as int,TYPE_CAST
scale experience between 0 and 1,NORMALIZE_COLUMN
could you standardize rating,STANDARDIZE_COLUMN
please apply standard scaler to score,STANDARDIZE_COLUMN
can you delete repeated records,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to apply z score normalization to experience,STANDARDIZE_COLUMN
drop anomalous data points in salary,REMOVE_OUTLIERS_COLUMN
eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
I need to substitute undefined values in gender by mean,FILL_NA
kindly remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to encode categories in city as integers,LABEL_ENCODE_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
use mode strategy to treat unknown values in department,FILL_NA
replace blank data in country with average,FILL_NA
apply label encoding to gender,LABEL_ENCODE_COLUMN
apply feature scaling to experience,NORMALIZE_COLUMN
please apply z score normalization to age,STANDARDIZE_COLUMN
encode categories in category as integers,LABEL_ENCODE_COLUMN
I need to drop all duplicates,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to apply label encoding to country,LABEL_ENCODE_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
help me to remove the status feature,DROP_COLUMN
drop column gender,DROP_COLUMN
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
I need to transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
can you standardize rating,STANDARDIZE_COLUMN
perform normalization on experience,NORMALIZE_COLUMN
can you exclude department column,DROP_COLUMN
change data type of country to string,TYPE_CAST
remove outliers in income,REMOVE_OUTLIERS_COLUMN
normalize age,NORMALIZE_COLUMN
I need to trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
I want to rescale salary using min max normalization,NORMALIZE_COLUMN
please remove the city feature,DROP_COLUMN
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
make status a float column,TYPE_CAST
help me to convert categorical values in department to labels,LABEL_ENCODE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
help me to delete repeated records,REMOVE_DUPLICATES_ROWS
transform department into float type,TYPE_CAST
can you drop column city,DROP_COLUMN
can you replace blank data in category with median,FILL_NA
scale salary between 0 and 1,NORMALIZE_COLUMN
I want to apply standard scaler to age,STANDARDIZE_COLUMN
can you exclude department column,DROP_COLUMN
drop column category,DROP_COLUMN
make department a string column,TYPE_CAST
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
can you map city categories to numbers,LABEL_ENCODE_COLUMN
help me to perform standard scaling on score,STANDARDIZE_COLUMN
map city categories to numbers,LABEL_ENCODE_COLUMN
I want to delete category from the dataset,DROP_COLUMN
I need to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
kindly convert gender into numeric labels,LABEL_ENCODE_COLUMN
please drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
replace unknown data in country with mean,FILL_NA
eliminate column named category,DROP_COLUMN
I want to eliminate column named gender,DROP_COLUMN
use median strategy to treat blank values in department,FILL_NA
kindly use median strategy to treat missing values in department,FILL_NA
exclude status column,DROP_COLUMN
I want to make category a integer column,TYPE_CAST
please substitute blank values in category by average,FILL_NA
replace blank data in category with most common value,FILL_NA
kindly eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to impute blank entries in country using mean,FILL_NA
apply label encoding to category,LABEL_ENCODE_COLUMN
impute empty entries in status using mean,FILL_NA
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
rescale age using min max normalization,NORMALIZE_COLUMN
I need to apply label encoding to country,LABEL_ENCODE_COLUMN
I need to detect and remove outliers for experience,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
please apply feature scaling to income,NORMALIZE_COLUMN
encode categories in gender as integers,LABEL_ENCODE_COLUMN
perform normalization on income,NORMALIZE_COLUMN
can you transform gender using label encoder,LABEL_ENCODE_COLUMN
trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
help me to convert experience to 0-1 range,NORMALIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
could you remove redundant rows,REMOVE_DUPLICATES_ROWS
cast gender as integer,TYPE_CAST
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
clean outliers from rating,REMOVE_OUTLIERS_COLUMN
substitute undefined values in status by median,FILL_NA
remove outliers in experience,REMOVE_OUTLIERS_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
replace blank data in city with most common value,FILL_NA
map category categories to numbers,LABEL_ENCODE_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
set category datatype as integer,TYPE_CAST
could you clean outliers from income,REMOVE_OUTLIERS_COLUMN
please label encode country,LABEL_ENCODE_COLUMN
apply label encoding to department,LABEL_ENCODE_COLUMN
perform standard scaling on score,STANDARDIZE_COLUMN
apply standard scaler to age,STANDARDIZE_COLUMN
help me to perform normalization on income,NORMALIZE_COLUMN
I need to clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
perform normalization on age,NORMALIZE_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
I want to normalize income,NORMALIZE_COLUMN
change data type of department to integer,TYPE_CAST
please clean duplicate observations,REMOVE_DUPLICATES_ROWS
I need to perform normalization on score,NORMALIZE_COLUMN
change data type of city to string,TYPE_CAST
trim extreme observations in age,REMOVE_OUTLIERS_COLUMN
remove the city feature,DROP_COLUMN
kindly normalize age,NORMALIZE_COLUMN
cast status as float,TYPE_CAST
could you scale experience between 0 and 1,NORMALIZE_COLUMN
help me to handle unknown values for department with average,FILL_NA
handle blank values for category with average,FILL_NA
replace NaN data in city with mean,FILL_NA
remove status attribute completely,DROP_COLUMN
z-score normalize income,STANDARDIZE_COLUMN
apply z score normalization to rating,STANDARDIZE_COLUMN
normalize salary,NORMALIZE_COLUMN
trim extreme observations in age,REMOVE_OUTLIERS_COLUMN
exclude city column,DROP_COLUMN
could you encode categories in department as integers,LABEL_ENCODE_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
kindly eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
remove gender attribute completely,DROP_COLUMN
could you fill missing values in country using mode,FILL_NA
convert department to integer,TYPE_CAST
could you apply average imputation on category,FILL_NA
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
convert category to integer,TYPE_CAST
scale salary between 0 and 1,NORMALIZE_COLUMN
set country datatype as int,TYPE_CAST
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
please drop column department,DROP_COLUMN
cast department as integer,TYPE_CAST
remove the country feature,DROP_COLUMN
label encode gender,LABEL_ENCODE_COLUMN
I need to rescale rating using min max normalization,NORMALIZE_COLUMN
standardize the values of quantity,STANDARDIZE_COLUMN
please typecast category into int,TYPE_CAST
I want to eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
kindly remove redundant rows,REMOVE_DUPLICATES_ROWS
I need to rescale rating using min max normalization,NORMALIZE_COLUMN
kindly clean duplicate observations,REMOVE_DUPLICATES_ROWS
help me to use average strategy to treat blank values in department,FILL_NA
I want to encode categories in status as integers,LABEL_ENCODE_COLUMN
kindly cast gender as integer,TYPE_CAST
I want to drop all duplicates,REMOVE_DUPLICATES_ROWS
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
eliminate column named category,DROP_COLUMN
cast city as integer,TYPE_CAST
help me to remove the status feature,DROP_COLUMN
label encode department,LABEL_ENCODE_COLUMN
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
can you set gender datatype as string,TYPE_CAST
I need to handle null values for status with mode,FILL_NA
perform normalization on salary,NORMALIZE_COLUMN
delete gender from the dataset,DROP_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I want to standardize the values of income,STANDARDIZE_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
can you delete country from the dataset,DROP_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
rescale rating using min max normalization,NORMALIZE_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
I need to map gender categories to numbers,LABEL_ENCODE_COLUMN
I need to discard the city field,DROP_COLUMN
please drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
standardize the values of price,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
typecast department into string,TYPE_CAST
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on rating,STANDARDIZE_COLUMN
set gender datatype as int,TYPE_CAST
please scale score between 0 and 1,NORMALIZE_COLUMN
I need to perform normalization on age,NORMALIZE_COLUMN
substitute undefined values in department by average,FILL_NA
help me to handle missing values for city with mode,FILL_NA
apply feature scaling to income,NORMALIZE_COLUMN
I want to clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly convert categorical values in category to labels,LABEL_ENCODE_COLUMN
help me to map status categories to numbers,LABEL_ENCODE_COLUMN
cast status as float,TYPE_CAST
discard the status field,DROP_COLUMN
transform status into float type,TYPE_CAST
can you perform standard scaling on age,STANDARDIZE_COLUMN
rescale score using min max normalization,NORMALIZE_COLUMN
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
could you typecast category into integer,TYPE_CAST
please delete department from the dataset,DROP_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
please clean duplicate observations,REMOVE_DUPLICATES_ROWS
impute NaN entries in department using median,FILL_NA
help me to discard the gender field,DROP_COLUMN
standardize the values of age,STANDARDIZE_COLUMN
I need to use most common value strategy to treat blank values in category,FILL_NA
